date,code,name,open,high,low,close,volume,value
2026-04-02,GOOGL,GOOGL,290.69,298.08,289.45,295.77,21666465,6408290353.049999
2026-04-02,META,META,566.035,578.5,559.7,574.46,13518547,7765864509.620001
2026-04-02,MSFT,MSFT,367.205,373.64,364.15,373.46,24099067,9000037561.82
2026-04-02,MU,MU,341.34,366.94,340.2,366.24,51498685,18860878394.4
2026-04-02,NVDA,NVDA,172.18,177.49,171.37,177.39,143143157,25392164620.23
2026-04-02,PLTR,PLTR,143.485,148.51,137.99,148.46,30436962,4518671378.52
2026-04-02,TSLA,TSLA,364.195,370.28,359.03,360.59,83031226,29940229783.339996
2026-04-06,AMD,AMD,219.28,226.31,217.73,220.18,30786420,6778553955.6
2026-04-06,AMZN,AMZN,209.795,212.95,209.59,212.79,25385495,5401779481.05
2026-04-06,AVGO,AVGO,315.06,316.4,310.28,314.43,12111344,3808169893.92
2026-04-06,GOOGL,GOOGL,295.87,300.62,295.18,299.99,16945494,5083478745.06
2026-04-06,META,META,577.69,582.79,572,573.02,9515651,5452658336.0199995
2026-04-06,MSFT,MSFT,373.49,373.73,369.501,372.88,16146572,6020733767.36
2026-04-06,MU,MU,373.8,385.077,370.61,377.76,41414860,15644877513.6
2026-04-06,NVDA,NVDA,177.155,177.79,175.76,177.64,107564279,19107718521.559998
2026-04-06,PLTR,PLTR,148.36,150.61,146.631,147.93,25142245,3719292302.8500004
2026-04-06,TSLA,TSLA,362.59,367.72,346.64,352.82,77697643,27413282403.26
2026-04-07,AMD,AMD,218.255,222.098,215.375,221.53,26483009,5866780983.77
2026-04-07,AMZN,AMZN,211.24,213.97,209.075,213.77,28154557,6018599649.89
2026-04-07,AVGO,AVGO,326.73,334.15,321.8,333.97,33310926,11124849956.220001
2026-04-07,GOOGL,GOOGL,302.725,305.63,297.72,305.46,23205361,7088309571.059999
2026-04-07,META,META,572.48,575.225,564.76,575.05,9580843,5509463767.15
2026-04-07,MSFT,MSFT,370.34,372.45,366.56,372.29,21443349,7983144399.21
2026-04-07,MU,MU,374.125,379.25,364.1,377.58,40224123,15187824362.34
2026-04-07,NVDA,NVDA,175.725,178.23,173.66,178.1,132534902,23604466046.2
2026-04-07,PLTR,PLTR,146.882,150.27,144.45,150.07,28671080,4302668975.599999
2026-04-07,TSLA,TSLA,346.44,348.02,337.24,346.65,74515355,25830747810.75
2026-04-08,AMD,AMD,232.12,234,227.09,231.82,35496362,8228766638.84
2026-04-08,AMZN,AMZN,223.79,226.1,219.62,221.25,51092698,11304259432.5
2026-04-08,AVGO,AVGO,351.75,354.14,342.53,350.63,31573114,11070480961.82
2026-04-08,GOOGL,GOOGL,320.445,322.08,315.02,317.32,33547140,10645178464.8
2026-04-08,META,META,606,629.95,591.83,612.42,32036638,19619877843.96
2026-04-08,MSFT,MSFT,384.98,385,371.41,374.33,33064818,12377153321.939999
2026-04-08,MU,MU,415.13,416,398.88,406.73,49216633,20017881140.09
2026-04-08,NVDA,NVDA,184.5,185.26,180.3,182.08,147732686,26899167466.88
2026-04-08,PLTR,PLTR,154.765,156.28,139.17,140.76,64827655,9125140717.8
2026-04-08,TSLA,TSLA,363.79,364.5,339.67,343.25,78838616,27061354942.0
2026-04-09,AMD,AMD,233.014,237.1,230.91,236.64,27126209,6419146097.759999
2026-04-09,AMZN,AMZN,225.232,233.8,223.27,233.65,65964171,15412528554.15
2026-04-09,AVGO,AVGO,352.3,358.7,351.5,354.91,20514938,7280956645.580001
2026-04-09,GOOGL,GOOGL,315.905,319.54,311.06,318.49,23739173,7560689208.77
2026-04-09,META,META,626.97,637.5,623,628.39,19012912,11947523771.68
2026-04-09,MSFT,MSFT,372.5,373.5,367.05,373.07,30435297,11354496251.789999
2026-04-09,MU,MU,407.61,423.94,398.44,421.51,43100965,18167487757.149998
2026-04-09,NVDA,NVDA,181.84,184.08,180.62,183.91,116428523,21412369664.93
2026-04-09,PLTR,PLTR,139.395,139.54,128.47,130.49,92361443,12052244697.070002
2026-04-09,TSLA,TSLA,343.15,348.88,337.25,345.62,62164016,21485127209.920002
2026-04-10,AMD,AMD,239,249.58,238.96,245.04,36477243,8938383624.72
2026-04-10,AMZN,AMZN,235.295,240.43,235.21,238.38,56912842,13566883275.96
2026-04-10,AVGO,AVGO,360.94,376.55,360.82,371.55,29958080,11130924624.0
2026-04-10,GOOGL,GOOGL,320.015,321.83,316.32,317.24,19152630,6075980341.2
2026-04-10,META,META,634.47,638.58,624.33,629.86,13294844,8373890441.84
2026-04-10,MSFT,MSFT,372.98,375.64,370.03,370.87,28111128,10425574041.36
2026-04-10,MU,MU,420.29,423.86,410.05,420.59,36377568,15300041325.119999
2026-04-10,NVDA,NVDA,184.31,190,184.3,188.63,160459524,30267480012.12
2026-04-10,PLTR,PLTR,128.48,129.2,122.68,128.06,116656836,14939074418.16
2026-04-10,TSLA,TSLA,346.285,350.36,342.74,348.95,51336034,17913709064.3
2026-04-13,AMD,AMD,245.025,247.33,242.03,246.83,22781787,5623228485.21
2026-04-13,AMZN,AMZN,237.45,240,235.75,239.89,42166150,10115237723.5
2026-04-13,AVGO,AVGO,369.66,380.86,369.48,379.75,24115842,9157990999.5
